,Property type,Size,Rooms,Floor,Furnished,Shareable,Pets allowed,Elevator,Senior friendly,Students only,Balcony,Parking,Dishwasher,Washing machine,Electric charging station,Dryer,Energy rating,Rental period,Available from,Monthly net rent,Utilities,Deposit,Prepaid rent,Move-in price,Creation Date,Listing-id,Adress
1918,Apartment,106 m²,5,2nd ,No,No,Yes,No,Not specified,Not specified,No,No,Yes,Yes,Yes,Yes,,Unlimited,1 June 2024,16.700 kr.,1.000 kr.,50.100 kr.,16.700 kr.,84.500 kr.,24/01/2024,5415114,"Richard Mortensens Vej, 2300 København, København S  - 2nd floor"
1919,Apartment,100 m²,4,3rd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,17.700 kr.,1.100 kr.,53.100 kr.,17.700 kr.,89.600 kr.,24/01/2024,5415094,"Summerredvej, 2500 København, Valby  - 3rd floor"
1920,Apartment,111 m²,4,3rd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,30 April 2024,17.200 kr.,1.200 kr.,51.600 kr.,17.200 kr.,87.200 kr.,24/01/2024,5415093,"Elstarvej, 2500 København, Valby  - 3rd floor"
1921,Apartment,49 m²,1,3rd ,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 May 2024,13.000 kr.,850 kr.,26.000 kr.,13.000 kr.,52.850 kr.,24/01/2024,5415067,"Vesterfælledvej, 1799 København, København V  - 3rd floor"
1922,Apartment,144 m²,3,4th ,Yes,No,Yes,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,-,12-23 months,1 April 2024,28.000 kr.,,84.000 kr.,,112.000 kr.,24/01/2024,5342060,"Store Strandstræde, 1255 København, København K  - 4th floor"
1923,Apartment,75 m²,3,3rd ,No,No,No,No,No,No,No,No,No,No,No,No,,12-23 months,As soon as possible,15.000 kr.,0 kr.,30.000 kr.,15.000 kr.,60.000 kr.,24/01/2024,5414946,"Enghavevej, 1674 København, København V  - 3rd floor"
1924,House,121 m²,6,-,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,,1-11 months,1 May 2024,20.000 kr.,1.000 kr.,20.000 kr.,20.000 kr.,61.000 kr.,24/01/2024,5414529,"Overbys Allé, 2500 København, Valby "
1925,Apartment,84 m²,3,3rd ,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,11.340 kr.,1.050 kr.,34.020 kr.,11.340 kr.,57.750 kr.,24/01/2024,5415043,"Rønnebygade, 2630 København, Taastrup  - 3rd floor"
1926,Apartment,92 m²,3,2nd ,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,12.880 kr.,995 kr.,38.640 kr.,12.880 kr.,65.395 kr.,24/01/2024,5415034,"Mekanikvej, 2605 København, Brøndby  - 2nd floor"
1927,Room,15 m²,1,-,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,,1-11 months,As soon as possible,6.500 kr.,0 kr.,13.000 kr.,6.500 kr.,26.000 kr.,23/01/2024,4496105,"Garderhøjvej, 2820 København, Gentofte "
1928,Apartment,117 m²,3,5th ,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,,Unlimited,1 April 2024,21.910 kr.,1.600 kr.,65.730 kr.,21.910 kr.,111.150 kr.,23/01/2024,5265910,"Knabrostræde, 1210 København, København K  - 5th floor"
1929,Apartment,116 m²,3,6th ,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,-,24+ months,1 April 2024,25.000 kr.,2.000 kr.,75.000 kr.,0 kr.,102.000 kr.,23/01/2024,5414901,"Adelgade, 1304 København, København K  - 6th floor"
1930,Room,20 m²,1,2nd ,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,,1-11 months,As soon as possible,4.500 kr.,0 kr.,4.500 kr.,0 kr.,9.000 kr.,23/01/2024,5414887,"Søborghus Park, 2860 København, Søborg  - 2nd floor"
1931,Apartment,96 m²,3,4th ,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,,24+ months,1 May 2024,19.500 kr.,1.500 kr.,58.500 kr.,39.000 kr.,118.500 kr.,23/01/2024,5275283,"Pilestræde, 1112 København, København K  - 4th floor"
1932,Apartment,32 m²,1,2nd ,No,No,No,Yes,No,Yes,No,No,No,No,No,No,-,Unlimited,As soon as possible,7.534 kr.,500 kr.,22.602 kr.,7.534 kr.,38.170 kr.,23/01/2024,4629075,"Theklavej, 2400 København, København NV  - 2nd floor"
1933,Townhouse,132 m²,5,-,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,,Unlimited,As soon as possible,15.500 kr.,0 kr.,46.500 kr.,15.500 kr.,77.500 kr.,23/01/2024,5414853,"Søgræsgade, 2640 København, Hedehusene "
1934,Townhouse,125 m²,5,-,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,,Unlimited,As soon as possible,15.500 kr.,0 kr.,46.500 kr.,15.500 kr.,77.500 kr.,23/01/2024,5414852,"Søgræsgade, 2640 København, Hedehusene "
1935,Townhouse,126 m²,5,-,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,,Unlimited,As soon as possible,15.500 kr.,0 kr.,46.500 kr.,15.500 kr.,77.500 kr.,23/01/2024,5414833,"Søgræsgade, 2640 København, Hedehusene "
1936,Apartment,110 m²,4,2nd ,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 April 2024,14.700 kr.,900 kr.,44.100 kr.,14.700 kr.,74.400 kr.,23/01/2024,4990388,"Møllevangen, 2610 København, Rødovre  - 2nd floor"
1937,Townhouse,90 m²,3,-,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,-,Unlimited,1 May 2024,14.800 kr.,900 kr.,44.400 kr.,14.800 kr.,74.900 kr.,23/01/2024,5414778,"Richard Mortensens Vej, 2300 København, København S "
1938,Room,16 m²,1,-,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,6.000 kr.,0 kr.,18.000 kr.,6.000 kr.,30.000 kr.,23/01/2024,5414749,"Vestager, 2605 København, Brøndby "
1939,Room,18 m²,1,1st ,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-,Unlimited,As soon as possible,7.500 kr.,0 kr.,0 kr.,7.500 kr.,15.000 kr.,23/01/2024,5414692,"Mynstersvej, 1827 København, Frederiksberg C  - 1st floor"
1940,Apartment,85 m²,2,4th ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,15 April 2024,13.200 kr.,800 kr.,13.200 kr.,0 kr.,27.200 kr.,22/01/2024,5338104,"Vallensbæk Stationstorv, 2665 København, Vallensbæk Strand  - 4th floor"
1941,Apartment,98 m²,4,Ground floor,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,31 March 2024,13.900 kr.,1.100 kr.,41.700 kr.,13.900 kr.,70.600 kr.,22/01/2024,5304467,"Mejsevangen, 2635 København, Ishøj  - Ground floor"
1942,Apartment,29 m²,1,3rd ,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,,Unlimited,14 April 2024,7.900 kr.,750 kr.,23.700 kr.,7.900 kr.,40.250 kr.,22/01/2024,5243572,"Vanløse Allé, 2720 København, Vanløse  - 3rd floor"
1943,Apartment,110 m²,3,2nd ,Yes,No,No,Yes,Not specified,Not specified,Yes,No,Not specified,Not specified,No,Not specified,-,24+ months,1 April 2024,22.500 kr.,910 kr.,67.500 kr.,,90.910 kr.,22/01/2024,5414635,"Hammershøis Kaj, 1402 København, København K  - 2nd floor"
1944,Apartment,113 m²,4,2nd ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,13.500 kr.,1.300 kr.,40.500 kr.,13.500 kr.,68.800 kr.,22/01/2024,5414604,"Spættevangen, 2635 København, Ishøj  - 2nd floor"
1945,Apartment,37 m²,1,Ground floor,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,-,Unlimited,30 April 2024,8.600 kr.,450 kr.,25.800 kr.,8.600 kr.,43.450 kr.,22/01/2024,5414558,"Englandsvej, 2300 København, København S  - Ground floor"
1946,Apartment,33 m²,1,2nd ,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,-,Unlimited,30 April 2024,8.300 kr.,400 kr.,24.900 kr.,8.300 kr.,41.900 kr.,22/01/2024,5414557,"Irlandsvej, 2300 København, København S  - 2nd floor"
1947,Apartment,87 m²,4,4th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,16.500 kr.,16.500 kr.,16.500 kr.,950 kr.,50.450 kr.,22/01/2024,5414505,"Gertrud Steins Vej, 2300 København, København S  - 4th floor"
1948,Apartment,88 m²,3,1st ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,14 April 2024,12.500 kr.,950 kr.,37.500 kr.,12.500 kr.,63.450 kr.,22/01/2024,5414503,"Baltorpvej, 2750 København, Ballerup  - 1st floor"
1949,Apartment,84 m²,3,Ground floor,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,14 June 2024,12.500 kr.,850 kr.,37.500 kr.,12.500 kr.,63.350 kr.,22/01/2024,5414502,"Baltorpvej, 2750 København, Ballerup  - Ground floor"
1950,Apartment,91 m²,3,Ground floor,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,14 April 2024,12.500 kr.,950 kr.,37.500 kr.,12.500 kr.,63.450 kr.,22/01/2024,5414501,"Baltorpvej, 2750 København, Ballerup  - Ground floor"
1951,Apartment,88 m²,3,Ground floor,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,14 April 2024,12.400 kr.,950 kr.,37.200 kr.,12.400 kr.,62.950 kr.,22/01/2024,5414499,"Baltorpvej, 2750 København, Ballerup  - Ground floor"
1952,Apartment,62 m²,2,4th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,12.600 kr.,650 kr.,37.800 kr.,12.600 kr.,63.650 kr.,22/01/2024,5414481,"Ørestads Boulevard, 2300 København, København S  - 4th floor"
1953,Apartment,73 m²,3,5th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,14.100 kr.,750 kr.,42.300 kr.,14.100 kr.,71.250 kr.,22/01/2024,5414480,"Ørestads Boulevard, 2300 København, København S  - 5th floor"
1954,Apartment,73 m²,3,6th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,14.400 kr.,750 kr.,43.200 kr.,14.400 kr.,72.750 kr.,22/01/2024,5414479,"Ørestads Boulevard, 2300 København, København S  - 6th floor"
1955,Apartment,108 m²,4,1st ,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,,1-11 months,1 April 2024,14.000 kr.,500 kr.,14.000 kr.,0 kr.,28.500 kr.,22/01/2024,5414157,"Baldershøj, 2635 København, Ishøj  - 1st floor"
1956,Room,25 m²,1,Ground floor,Yes,No,No,No,No,No,No,No,No,No,No,No,,1-11 months,As soon as possible,6.000 kr.,500 kr.,0 kr.,6.000 kr.,12.500 kr.,21/01/2024,5414297,"Fuglevadsvej, 2800 København, Kongens Lyngby  - Ground floor"
1957,Apartment,128 m²,5,3rd ,No,Yes,No,No,No,No,No,No,Yes,Yes,Not specified,Not specified,,24+ months,As soon as possible,19.500 kr.,0 kr.,58.500 kr.,0 kr.,78.000 kr.,21/01/2024,5426351,"Toftegårds Allé, 2500 København, Valby  - 3rd floor"
1958,Room,16 m²,1,2nd ,No,No,No,No,No,No,No,No,No,No,No,No,-,12-23 months,As soon as possible,5.000 kr.,0 kr.,10.000 kr.,10.000 kr.,25.000 kr.,21/01/2024,4986391,"Frederiksundsvej , 2720 København, Vanløse  - 2nd floor"
1959,Room,15 m²,1,Ground floor,No,No,No,No,No,No,No,No,No,No,No,No,-,1-11 months,As soon as possible,4.500 kr.,0 kr.,13.500 kr.,13.500 kr.,31.500 kr.,21/01/2024,4857339,"Sallingvej, 2720 København, Vanløse  - Ground floor"
1960,Townhouse,145 m²,5,-,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,,Unlimited,As soon as possible,18.400 kr.,500 kr.,55.200 kr.,0 kr.,74.100 kr.,21/01/2024,5249437,"Lammeengen, 2765 København, Smørum "
1961,Apartment,102 m²,4,3rd ,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,-,24+ months,1 May 2024,19.000 kr.,1.000 kr.,57.000 kr.,0 kr.,77.000 kr.,21/01/2024,5139041,"Weidekampsgade, 2300 København, København S  - 3rd floor"
1962,Apartment,98 m²,4,Ground floor,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,,12-23 months,1 April 2024,22.500 kr.,1.200 kr.,67.500 kr.,22.500 kr.,113.700 kr.,21/01/2024,5414239,"Store Kongensgade, 1264 København, København K  - Ground floor"
1963,Room,16 m²,1,1st ,Yes,No,No,No,No,No,No,No,No,No,No,No,,Unlimited,As soon as possible,5.000 kr.,0 kr.,5.000 kr.,0 kr.,10.000 kr.,20/01/2024,5414180,"Fuglegårdsvænget, 2820 København, Gentofte  - 1st floor"
1964,Apartment,34 m²,1,2nd ,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,Unlimited,As soon as possible,9.700 kr.,550 kr.,23.400 kr.,23.400 kr.,57.050 kr.,20/01/2024,5414171,"Lyshøjgårdsvej, 2500 København, Valby  - 2nd floor"
1965,Apartment,143 m²,3,3rd ,No,No,Yes,Yes,Not specified,Not specified,Yes,Yes,Not specified,Not specified,No,Not specified,-,24+ months,As soon as possible,44.500 kr.,1.500 kr.,133.500 kr.,44.500 kr.,224.000 kr.,20/01/2024,5380795,"Islands Brygge, 2300 København, København S  - 3rd floor"
1966,Room,10 m²,1,3rd ,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,5.000 kr.,0 kr.,10.000 kr.,5.000 kr.,20.000 kr.,19/01/2024,5414110,"Dagmarhaven, 2665 København, Vallensbæk Strand  - 3rd floor"
1967,Room,18 m²,1,3rd ,Yes,No,No,No,No,No,No,No,Not specified,Yes,Not specified,Yes,,Unlimited,As soon as possible,4.995 kr.,950 kr.,3.000 kr.,0 kr.,8.945 kr.,19/01/2024,5424884,"Helgolandsgade, 1653 København, København V  - 3rd floor"
1968,Apartment,26 m²,1,3rd ,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,,Unlimited,31 March 2024,7.800 kr.,750 kr.,23.400 kr.,7.800 kr.,39.750 kr.,19/01/2024,5324518,"Finsensvej, 2000 København, Frederiksberg  - 3rd floor"
1969,Apartment,44 m²,1,3rd ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 April 2024,10.800 kr.,850 kr.,32.400 kr.,10.800 kr.,54.850 kr.,19/01/2024,5348290,"Else Alfelts Vej, 2300 København, København S  - 3rd floor"
1970,Apartment,72 m²,3,6th ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,31 July 2024,13.700 kr.,800 kr.,41.100 kr.,13.700 kr.,69.300 kr.,19/01/2024,5333297,"Gyngemose Parkvej, 2860 København, Søborg  - 6th floor"
1971,Apartment,72 m²,3,2nd ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,30 April 2024,17.200 kr.,800 kr.,51.600 kr.,17.200 kr.,86.800 kr.,19/01/2024,5265999,"Bjelkes Allé, 2200 København, København N  - 2nd floor"
1972,Room,16 m²,1,2nd ,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,-,Unlimited,As soon as possible,4.900 kr.,0 kr.,4.900 kr.,4.900 kr.,14.700 kr.,19/01/2024,4784214,"På Bjerget, 2400 København, København NV  - 2nd floor"
1973,Room,9 m²,1,2nd ,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,,Unlimited,As soon as possible,4.240 kr.,0 kr.,12.720 kr.,0 kr.,16.960 kr.,18/01/2024,5356214,"Linde Allé, 2720 København, Vanløse  - 2nd floor"
1974,Apartment,100 m²,4,2nd ,Yes,No,Yes,Yes,Not specified,Not specified,Yes,Yes,Yes,Yes,No,Yes,,12-23 months,As soon as possible,16.000 kr.,1.182 kr.,48.000 kr.,16.000 kr.,81.182 kr.,18/01/2024,5413865,"Else Alfelts Vej, 2300 København, København S  - 2nd floor"
1975,Room,9 m²,1,2nd ,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,,1-11 months,As soon as possible,4.400 kr.,600 kr.,5.000 kr.,0 kr.,10.000 kr.,18/01/2024,5368146,"Prags Boulevard, 2300 København, København S  - 2nd floor"
1976,Apartment,55 m²,2,2nd ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,1 April 2024,13.995 kr.,1.000 kr.,41.985 kr.,13.995 kr.,70.975 kr.,18/01/2024,5413830,"Artillerivej, 2300 København, København S  - 2nd floor"
1977,Apartment,32 m²,1,Ground floor,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,-,Unlimited,1 May 2024,7.534 kr.,500 kr.,22.602 kr.,7.534 kr.,38.170 kr.,18/01/2024,3814229,"Theklavej, 2400 København, København NV  - Ground floor"
1978,Apartment,35 m²,1,2nd ,No,No,No,No,No,No,No,No,No,No,No,No,-,Unlimited,As soon as possible,8.250 kr.,400 kr.,24.750 kr.,8.250 kr.,41.650 kr.,18/01/2024,5337420,"Teglholmsgade, 2450 København, København SV  - 2nd floor"
1979,Apartment,140 m²,4,4th ,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,-,Unlimited,As soon as possible,22.000 kr.,1.200 kr.,66.000 kr.,0 kr.,89.200 kr.,18/01/2024,5298312,"Åboulevard, 1960 København, Frederiksberg C  - 4th floor"
1980,Apartment,77 m²,3,4th ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,11.300 kr.,850 kr.,33.900 kr.,11.300 kr.,57.350 kr.,18/01/2024,5413702,"Spættevangen, 2635 København, Ishøj  - 4th floor"
1981,Apartment,79 m²,3,4th ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,11.200 kr.,900 kr.,33.600 kr.,11.200 kr.,56.900 kr.,18/01/2024,5413700,"Spættevangen, 2635 København, Ishøj  - 4th floor"
1982,Apartment,107 m²,5,Ground floor,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,14.000 kr.,1.250 kr.,42.000 kr.,14.000 kr.,71.250 kr.,18/01/2024,5413697,"Spættevangen, 2635 København, Ishøj  - Ground floor"
1983,Apartment,82 m²,3,Ground floor,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,11.100 kr.,950 kr.,33.300 kr.,11.100 kr.,56.450 kr.,18/01/2024,5413696,"Spættevangen, 2635 København, Ishøj  - Ground floor"
1984,Apartment,79 m²,3,4th ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,11.100 kr.,900 kr.,33.300 kr.,11.100 kr.,56.400 kr.,18/01/2024,5413695,"Spættevangen, 2635 København, Ishøj  - 4th floor"
1985,Apartment,107 m²,5,Ground floor,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,14.200 kr.,1.250 kr.,42.600 kr.,14.200 kr.,72.250 kr.,18/01/2024,5413694,"Spættevangen, 2635 København, Ishøj  - Ground floor"
1986,Apartment,87 m²,3,2nd ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,11.500 kr.,1.000 kr.,34.500 kr.,11.500 kr.,58.500 kr.,18/01/2024,5413693,"Spættevangen, 2635 København, Ishøj  - 2nd floor"
1987,Apartment,88 m²,3,1st ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,11.300 kr.,1.000 kr.,33.900 kr.,11.300 kr.,57.500 kr.,18/01/2024,5413692,"Spættevangen, 2635 København, Ishøj  - 1st floor"
1988,Apartment,82 m²,3,Ground floor,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,11.200 kr.,950 kr.,33.600 kr.,11.200 kr.,56.950 kr.,18/01/2024,5413690,"Spættevangen, 2635 København, Ishøj  - Ground floor"
1989,Apartment,55 m²,2,Ground floor,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,9.500 kr.,650 kr.,28.500 kr.,9.500 kr.,48.150 kr.,18/01/2024,5413689,"Spættevangen, 2635 København, Ishøj  - Ground floor"
1990,Apartment,130 m²,4,1st ,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,-,Unlimited,15 April 2024,23.900 kr.,1.415 kr.,71.700 kr.,23.900 kr.,120.915 kr.,18/01/2024,4343142,"Marmorvej, 2100 København, København Ø  - 1st floor"
1991,Apartment,75 m²,3,3rd ,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,-,12-23 months,As soon as possible,13.950 kr.,1.000 kr.,40.000 kr.,0 kr.,54.950 kr.,17/01/2024,4818865,"Håbets Allé, 2700 København, Brønshøj  - 3rd floor"
1992,Apartment,56 m²,2,1st ,No,No,No,Yes,Not specified,Not specified,Yes,No,Not specified,Not specified,No,Not specified,-,12-23 months,1 August 2024,13.000 kr.,600 kr.,39.000 kr.,,52.600 kr.,17/01/2024,5273974,"Andrei Sakharovs Vej, 2450 København, København SV  - 1st floor"
1993,Townhouse,123 m²,4,-,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,16.350 kr.,1.000 kr.,49.050 kr.,0 kr.,66.400 kr.,17/01/2024,5174256,"Dorphs Alle, 2630 København, Taastrup "
1994,Apartment,90 m²,2,4th ,No,No,Yes,Yes,Not specified,Not specified,Yes,Not specified,Not specified,Not specified,No,Not specified,-,Unlimited,As soon as possible,12.300 kr.,,36.900 kr.,12.300 kr.,61.500 kr.,17/01/2024,5413480,"Nordmarks Alle, 2620 København, Albertslund  - 4th floor"
1995,Room,10 m²,1,Ground floor,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,,Unlimited,As soon as possible,9.250 kr.,0 kr.,10.000 kr.,0 kr.,19.250 kr.,17/01/2024,5413463,"Nørre Farimagsgade, 1364 København, København K  - Ground floor"
1996,Room,12 m²,1,1st ,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,,Unlimited,As soon as possible,9.950 kr.,0 kr.,10.000 kr.,0 kr.,19.950 kr.,17/01/2024,5413460,"Otto Brandenburgs Vej, 2450 København, København SV  - 1st floor"
1997,Townhouse,117 m²,4,1st ,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,,Unlimited,1 April 2024,15.250 kr.,1.200 kr.,45.750 kr.,15.250 kr.,77.450 kr.,17/01/2024,5413456,"Bygården, 2700 København, Brønshøj  - 1st floor"
1998,Apartment,73 m²,3,1st ,No,No,No,No,Not specified,Not specified,No,No,Not specified,Not specified,No,Not specified,-,24+ months,As soon as possible,14.800 kr.,1.000 kr.,44.400 kr.,,60.200 kr.,17/01/2024,4746714,"Strandvejen, 2920 København, Charlottenlund  - 1st floor"
1999,Apartment,111 m²,5,2nd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 May 2024,14.900 kr.,1.300 kr.,14.900 kr.,14.900 kr.,46.000 kr.,17/01/2024,5413436,"Baneleddet, 2600 København, Glostrup  - 2nd floor"
2000,Apartment,320 m²,7,4th ,No,No,Yes,Yes,Not specified,Not specified,Yes,Yes,Not specified,Not specified,No,Not specified,-,24+ months,1 June 2024,70.000 kr.,2.000 kr.,210.000 kr.,70.000 kr.,352.000 kr.,17/01/2024,5413394,"Danas Plads, 1915 København, Frederiksberg C  - 4th floor"
2001,Apartment,85 m²,3,-,No,No,No,No,Not specified,Not specified,No,No,Not specified,Not specified,No,Not specified,-,24+ months,As soon as possible,12.900 kr.,2.000 kr.,38.700 kr.,,53.600 kr.,17/01/2024,4643366,"Skovbrynet, 2880 København, Bagsværd "
2002,Apartment,54 m²,2,2nd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,12.150 kr.,800 kr.,36.450 kr.,12.150 kr.,61.550 kr.,17/01/2024,5413361,"Anna Johansens Gade, 2450 København, København SV  - 2nd floor"
2003,Apartment,80 m²,3,3rd ,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,,24+ months,As soon as possible,11.500 kr.,1.800 kr.,34.500 kr.,23.000 kr.,70.800 kr.,17/01/2024,5288976,"Hyldegårdsvej, 2920 København, Charlottenlund  - 3rd floor"
2004,Apartment,40 m²,2,1st ,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,-,12-23 months,As soon as possible,12.000 kr.,600 kr.,36.000 kr.,,48.600 kr.,17/01/2024,5413323,"Møllegade, 2791 København, Dragør  - 1st floor"
2005,Apartment,91 m²,3,1st ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,31 March 2024,12.400 kr.,1.000 kr.,37.200 kr.,12.400 kr.,63.000 kr.,17/01/2024,5275916,"Granskoven, 2600 København, Glostrup  - 1st floor"
2006,Room,17 m²,1,-,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,-,24+ months,As soon as possible,3.500 kr.,500 kr.,8.000 kr.,0 kr.,12.000 kr.,16/01/2024,5101888,"Bæverbo, 2665 København, Vallensbæk Strand "
2007,Apartment,84 m²,3,Ground floor,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,15.100 kr.,910 kr.,45.300 kr.,15.100 kr.,76.410 kr.,16/01/2024,5413147,"Robert Jacobsens Vej, 2300 København, København S  - Ground floor"
2008,Apartment,54 m²,2,Ground floor,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,9.950 kr.,650 kr.,29.850 kr.,9.950 kr.,50.400 kr.,16/01/2024,5413135,"Havtornvej, 2640 København, Hedehusene  - Ground floor"
2009,Apartment,37 m²,1,5th ,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,,Unlimited,As soon as possible,9.050 kr.,550 kr.,27.150 kr.,9.050 kr.,45.800 kr.,16/01/2024,5413133,"Poppelstykket, 2450 København, København SV  - 5th floor"
2010,House,188 m²,5,-,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,,24+ months,As soon as possible,35.000 kr.,0 kr.,105.000 kr.,35.000 kr.,175.000 kr.,16/01/2024,5413125,"Ordrup Have, 2920 København, Charlottenlund "
