Property type,Rooms,Floor,Furnished,Balcony,Available from,Monthly net rent,Utilities,Deposit,Prepaid rent,Move-in price,Creation Date,district
Room,1,1,No,No,2024-04-03,4000,0,4000,0,8000,2024-01-04,Vesterbro-Kongens Enghave
Apartment,1,4,No,No,2024-04-03,8500,550,25500,8500,43050,2023-12-18,Vesterbro-Kongens Enghave
Apartment,1,5,No,No,2024-04-03,8500,550,25500,8500,43050,2023-12-18,Vesterbro-Kongens Enghave
Apartment,1,3,No,No,2024-04-03,8200,550,24600,8200,41550,2023-12-18,Vesterbro-Kongens Enghave
Room,1,2,No,Yes,2024-04-03,7500,0,22500,0,30000,2023-12-17,Vesterbro-Kongens Enghave
Room,1,3,Yes,No,2024-04-03,4600,0,6500,0,11100,2023-12-09,Vesterbro-Kongens Enghave
Room,1,2,No,No,2024-04-03,7000,0,14000,0,21000,2023-12-08,Nørrebro
Apartment,1,1,No,Yes,2024-04-03,8000,500,24000,8000,40500,2023-12-08,Valby
Apartment,3,5,No,Yes,2024-04-03,14120,700,42360,14120,71300,2023-10-12,Amager Vest
Apartment,2,5,No,Yes,2024-04-03,12700,650,38100,12700,64150,2023-10-11,Amager Vest
Apartment,4,1,No,Yes,2024-04-03,16800,1100,50400,16800,85100,2023-10-11,Amager Vest
Apartment,3,4,No,Yes,2024-04-03,13800,700,41400,13800,69700,2023-10-11,Amager Vest
Apartment,4,4,Yes,Yes,2024-04-01,15500,700,46500,0,62700,2024-03-14,Bispebjerg
Apartment,4,2,No,Yes,2024-04-03,19200,1100,57600,19200,97100,2023-10-10,Amager Vest
Apartment,3,2,Yes,Yes,2024-04-03,16500,800,49500,33000,99800,2023-06-26,Østerbro
Apartment,1,0,Yes,Yes,2024-04-03,8800,400,17600,0,26800,2023-06-21,Bispebjerg
Apartment,3,1,No,Yes,2024-04-03,16377,1250,49131,16377,83135,2024-03-18,Valby
Apartment,7,4,No,No,2024-04-03,34356,2100,103068,34356,173880,2024-03-18,Indre By
Apartment,4,3,No,No,2024-04-03,14500,1000,43500,0,59000,2024-03-15,Østerbro
Room,1,0,No,No,2024-04-03,6200,300,10000,0,16500,2024-03-13,Østerbro
Apartment,2,3,Yes,Yes,2024-04-03,35000,35000,105000,105000,280000,2024-03-13,Indre By
Room,1,4,Yes,No,2024-04-01,8500,0,8500,8500,25500,2024-03-21,Nørrebro
Apartment,2,0,No,Yes,2024-07-01,13595,600,40785,27190,82170,2024-03-20,Vesterbro-Kongens Enghave
Room,1,1,No,No,2024-04-03,4500,0,13500,0,18000,2024-03-11,Brønshøj-Husum
Apartment,1,2,Yes,No,2024-04-03,13645,1057,20000,0,34702,2024-03-11,Indre By
Apartment,2,4,No,Yes,2024-04-03,18000,900,54000,0,72900,2024-03-08,Indre By
Apartment,3,2,No,Yes,2024-04-03,14400,1000,43200,14400,73000,2024-03-08,Vesterbro-Kongens Enghave
Room,2,0,Yes,No,2024-04-03,5500,0,10000,5500,21000,2024-03-03,Vesterbro-Kongens Enghave
Apartment,8,4,No,No,2024-04-03,31369,2700,94107,94107,222283,2024-02-26,Østerbro
Room,1,2,No,No,2024-04-03,4950,535,14850,4950,25285,2024-02-23,Bispebjerg
Apartment,2,4,Yes,No,2024-04-15,12000,500,12000,12000,36500,2024-03-20,Bispebjerg
Apartment,2,1,No,No,2024-06-01,13950,500,41850,0,56300,2024-03-20,Østerbro
Room,1,0,Yes,Not specified,2024-04-01,5275,250,5275,5275,16075,2024-03-20,Indre By
Room,1,1,Yes,Yes,2024-04-03,5000,0,5000,5000,15000,2024-02-22,Vesterbro-Kongens Enghave
Apartment,1,3,No,No,2024-04-03,8350,550,25050,8350,42300,2024-02-22,Vesterbro-Kongens Enghave
Apartment,4,4,Yes,Yes,2024-04-03,43000,2000,129000,129000,303000,2024-02-21,Indre By
Apartment,2,2,No,Not specified,2024-04-03,18000,1200,54000,,73200,2024-02-13,Indre By
Apartment,2,0,Yes,Yes,2024-04-03,12000,1000,12000,0,25000,2024-02-13,Nørrebro
Apartment,5,1,No,Yes,2024-04-03,15000,1800,45000,45000,106800,2024-02-13,Vanløse
Apartment,3,1,No,Yes,2024-04-03,15912,450,47736,15912,80010,2024-02-09,Vesterbro-Kongens Enghave
Apartment,3,4,No,Yes,2024-07-01,16150,1100,48450,16150,81850,2024-03-20,Vesterbro-Kongens Enghave
Apartment,4,5,No,Yes,2024-04-03,20550,860,61500,20500,103410,2024-02-08,Indre By
Apartment,4,6,No,Yes,2024-04-03,22550,1170,67650,22550,113920,2024-02-07,Indre By
Room,1,3,Yes,No,2024-04-03,4000,200,12000,4000,20200,2024-02-03,Brønshøj-Husum
Apartment,3,1,No,No,2024-04-03,17500,1050,52500,52500,123550,2024-01-30,Indre By
Room,1,3,No,Yes,2024-04-03,5500,0,16500,0,22000,2024-01-30,Vesterbro-Kongens Enghave
Apartment,3,0,Yes,Yes,2024-04-03,19500,0,39000,0,58500,2024-01-29,Nørrebro
Apartment,5,0,No,Yes,2024-04-03,23000,500,46000,23000,92500,2024-01-27,Vesterbro-Kongens Enghave
Room,1,1,Yes,No,2024-04-03,4000,0,4000,4000,12000,2024-01-27,Bispebjerg
Room,1,2,No,No,2024-04-03,4900,0,4900,4900,14700,2024-01-19,Bispebjerg
Room,1,2,No,No,2024-04-03,4240,0,12720,0,16960,2024-01-18,Vanløse
Apartment,1,5,No,No,2024-04-03,9050,550,27150,9050,45800,2024-01-16,Vesterbro-Kongens Enghave
Room,1,7,No,No,2024-04-03,5500,500,11000,5500,22500,2024-01-11,Vesterbro-Kongens Enghave
Room,1,0,No,No,2024-04-03,4000,0,12000,0,16000,2024-01-10,Brønshøj-Husum
Apartment,3,5,No,No,2024-04-03,19999,1000,59997,,80996,2024-01-10,Indre By
Room,2,0,Yes,No,2024-04-03,6000,0,6000,0,12000,2024-01-02,Indre By
Room,1,0,Yes,No,2024-04-03,4500,0,9000,0,13500,2023-12-06,Vanløse
Apartment,5,3,No,No,2024-04-03,33438,3014,100314,0,136766,2024-03-18,Indre By
Apartment,3,2,No,No,2024-04-03,9450,700,28350,9450,47950,2024-03-14,Vanløse
Apartment,4,1,No,Yes,2024-04-03,16150,1200,48450,48450,114250,2024-03-14,Vesterbro-Kongens Enghave
Apartment,3,2,No,Yes,2024-04-03,14150,1000,42450,42450,100050,2024-03-14,Vesterbro-Kongens Enghave
Room,1,4,Yes,Yes,2024-04-03,10200,0,20400,0,30600,2024-03-12,Vesterbro-Kongens Enghave
Room,1,0,No,No,2024-04-03,3000,0,5000,0,8000,2024-03-12,Nørrebro
Room,1,1,Yes,No,2024-04-03,6000,0,6000,6000,18000,2024-03-09,Indre By
House,7,0,No,Not specified,2024-04-03,33000,,99000,,132000,2024-02-29,Østerbro
Apartment,4,1,No,Yes,2024-04-03,15000,2000,8000,0,25000,2024-02-29,Østerbro
Apartment,7,1,No,Yes,2024-04-03,18900,1500,56700,18900,96000,2024-02-29,Valby
Apartment,2,2,No,Yes,2024-04-03,9000,500,18800,0,28300,2024-02-25,Valby
Apartment,1,0,No,No,2024-06-15,6508,225,19524,6508,32765,2024-03-19,Vesterbro-Kongens Enghave
Apartment,1,0,No,No,2024-06-15,6608,225,19824,6608,33265,2024-03-19,Vesterbro-Kongens Enghave
Apartment,4,1,No,Yes,2024-06-01,18831,550,56493,18831,94705,2024-03-19,Vesterbro-Kongens Enghave
Apartment,4,3,No,Yes,2024-06-01,18931,550,56793,18931,95205,2024-03-19,Vesterbro-Kongens Enghave
Room,1,1,Yes,Yes,2024-04-03,4500,0,6000,0,10500,2024-02-24,Bispebjerg
Room,1,0,Yes,No,2024-04-03,6000,0,6000,6000,18000,2024-02-21,Østerbro
Apartment,3,2,No,Yes,2024-04-03,15000,1000,45000,15000,76000,2024-02-15,Valby
Apartment,1,0,No,Yes,2024-04-03,10200,750,30600,10200,51750,2024-01-31,Valby
Apartment,1,2,Yes,No,2024-04-03,9700,550,23400,23400,57050,2024-01-20,Valby
Room,1,3,Yes,No,2024-04-03,4995,950,3000,0,8945,2024-01-19,Vesterbro-Kongens Enghave
Apartment,2,0,No,Yes,2024-04-03,12200,700,36600,12200,61700,2023-10-02,Amager Vest
Apartment,3,6,No,Yes,2024-04-03,14500,800,43500,14500,73300,2023-10-02,Amager Vest
Apartment,2,2,No,Yes,2024-04-03,13995,600,41985,13995,70575,2023-10-02,Amager Øst
Apartment,2,1,No,No,2024-04-03,12600,790,37800,12600,63790,2023-09-29,Amager Vest
Apartment,4,4,No,Yes,2024-04-03,17300,1100,51900,0,70300,2023-06-29,Vesterbro-Kongens Enghave
Apartment,7,3,No,Not specified,2024-06-01,38000,2200,114000,0,154200,2024-03-18,Østerbro
Apartment,3,4,Yes,Yes,2024-04-03,30000,0,10000,0,40000,2021-07-07,Vesterbro-Kongens Enghave
Room,1,4,Yes,Not specified,2024-04-03,3800,0,7600,3800,15200,2020-10-29,Østerbro
Apartment,5,1,No,Yes,2024-04-03,17850,1565,53550,17850,90815,2024-03-21,Valby
Apartment,3,1,Yes,Yes,2024-04-03,12500,1500,25000,12500,51500,2024-03-21,Vesterbro-Kongens Enghave
Room,1,3,No,No,2024-04-03,4500,0,4500,0,9000,2024-03-21,Brønshøj-Husum
Apartment,3,4,No,Yes,2024-04-03,19200,1250,57600,57600,135650,2024-03-20,Indre By
Apartment,2,1,No,Yes,2024-04-03,11800,700,35400,11800,59700,2024-03-18,Valby
Apartment,3,3,No,No,2024-04-03,13800,1000,41400,13800,70000,2024-03-18,Vesterbro-Kongens Enghave
Room,1,1,No,No,2024-04-03,5500,0,11000,0,16500,2023-12-01,Valby
Room,1,0,Yes,Yes,2024-04-03,5600,0,5600,11200,22400,2023-11-30,Valby
Room,1,0,Yes,Yes,2024-04-03,5600,0,5600,11200,22400,2023-11-30,Valby
Apartment,3,3,Yes,No,2024-04-03,15900,800,47700,15900,80300,2023-11-30,Østerbro
Townhouse,2,0,No,Yes,2024-04-03,8000,1000,24000,8000,41000,2023-11-30,Valby
Room,1,4,No,No,2024-04-03,5700,0,17100,5700,28500,2023-12-05,Indre By
Apartment,4,1,Yes,No,2024-04-03,27000,500,54000,0,81500,2023-12-05,Indre By
Room,1,3,Yes,Yes,2024-04-03,8000,500,8000,8000,24500,2023-11-29,Vesterbro-Kongens Enghave
Room,1,5,No,No,2024-04-03,6000,0,12000,6000,24000,2023-11-29,Bispebjerg
House,4,0,Yes,Yes,2024-04-03,16000,1800,16000,0,33800,2023-07-11,Brønshøj-Husum
Apartment,5,5,No,Yes,2024-04-03,27250,1540,81750,81750,192290,2023-09-12,Østerbro
Apartment,2,4,Yes,No,2024-04-03,13000,1500,39000,13000,66500,2023-12-14,Indre By
Apartment,1,6,No,Yes,2024-04-03,7600,735,22800,7600,38735,2023-11-28,Valby
Apartment,2,4,No,No,2024-04-03,14000,900,28000,14000,56900,2023-11-28,Østerbro
Apartment,3,0,No,Yes,2024-04-03,24000,2000,72000,24000,122000,2023-11-28,Indre By
Townhouse,1,0,No,No,2024-05-01,8995,500,26985,8995,45475,2024-02-05,Bispebjerg
Apartment,3,0,No,Yes,2024-05-01,8500,800,25500,8500,43300,2024-03-14,Brønshøj-Husum
Apartment,4,3,Yes,Yes,2024-07-01,18000,1000,18000,18000,55000,2024-03-14,Vesterbro-Kongens Enghave
Room,1,3,No,No,2024-04-01,5300,0,0,15900,21200,2024-03-14,Vesterbro-Kongens Enghave
Apartment,2,0,Yes,No,2024-04-07,12700,500,12700,12700,38600,2024-03-14,Vesterbro-Kongens Enghave
Room,2,0,Yes,No,2024-04-03,6500,300,6500,6500,19800,2024-03-14,Østerbro
Room,1,0,Yes,Yes,2024-04-03,2500,0,0,0,2500,2024-03-14,Valby
Room,1,2,Yes,No,2024-04-03,5900,0,5900,0,11800,2023-11-27,Østerbro
Room,1,3,Yes,Yes,2024-04-03,5600,0,11200,5600,22400,2023-11-27,Valby
Room,1,-1,No,No,2024-04-03,7500,0,7500,0,15000,2023-11-22,Østerbro
Apartment,2,4,Yes,Yes,2024-04-03,18500,1500,18500,18500,57000,2023-12-13,Vesterbro-Kongens Enghave
Apartment,3,3,No,Yes,2024-04-03,17462,500,52387,0,70350,2023-12-13,Bispebjerg
Room,1,2,No,Yes,2024-04-03,4200,1600,11600,0,17400,2023-11-22,Valby
Townhouse,5,1,No,No,2024-04-03,16900,1100,50700,16900,85600,2023-11-29,Vanløse
Room,1,0,Yes,Yes,2024-04-03,5800,0,11600,5800,23200,2023-11-29,Valby
Apartment,6,4,No,No,2024-04-03,45000,2433,135000,,182433,2023-11-21,Indre By
Apartment,1,3,No,No,2024-04-03,15825,1900,47475,47475,112675,2023-11-21,Indre By
Apartment,4,2,No,Yes,2024-07-01,16200,1050,48600,16200,82050,2024-03-13,Valby
Apartment,4,5,No,Yes,2024-04-03,18700,1200,56100,56100,132100,2024-03-13,Vesterbro-Kongens Enghave
Room,1,3,Yes,Yes,2024-04-03,6000,0,6000,6000,18000,2023-11-21,Valby
Apartment,3,1,Yes,Not specified,2024-04-03,20000,1600,60000,0,81600,2023-11-14,Vesterbro-Kongens Enghave
Apartment,1,3,No,No,2024-04-03,8000,550,24000,8000,40550,2023-11-07,Vesterbro-Kongens Enghave
Apartment,2,1,No,No,2024-04-03,10250,650,30750,10250,51900,2023-11-07,Vesterbro-Kongens Enghave
Apartment,1,4,No,No,2024-04-03,8300,550,24900,8300,42050,2023-11-07,Vesterbro-Kongens Enghave
Room,1,1,Yes,No,2024-04-03,4000,2000,0,4000,10000,2023-11-27,Bispebjerg
Apartment,3,0,No,Yes,2024-04-03,20000,1200,60000,20000,101200,2023-11-26,Østerbro
Apartment,3,3,No,No,2024-04-03,20000,1200,60000,20000,101200,2023-11-06,Indre By
Apartment,3,4,No,Not specified,2024-04-03,17111,,51333,17111,85555,2023-11-06,Østerbro
Apartment,1,3,No,Yes,2024-04-03,20000,800,60000,,80800,2023-11-20,Indre By
Apartment,1,1,No,No,2024-05-01,6750,300,20250,6750,34050,2024-03-12,Vanløse
Apartment,3,3,No,No,2024-05-01,18500,3060,55500,18500,95560,2024-03-12,Nørrebro
Apartment,3,0,No,Yes,2024-04-30,16200,1700,48600,16200,82700,2024-03-12,Vesterbro-Kongens Enghave
Apartment,2,0,Yes,Yes,2024-08-19,7500,0,7500,0,15000,2024-03-11,Vesterbro-Kongens Enghave
Apartment,3,1,No,Yes,2024-04-03,17700,1000,53100,53100,124900,2024-03-11,Valby
Apartment,3,5,No,Yes,2024-04-03,50000,5000,150000,150000,355000,2023-11-20,Indre By
Room,1,0,Yes,No,2024-04-03,4000,0,4000,8000,16000,2023-11-19,Nørrebro
Apartment,2,2,Yes,Yes,2024-04-03,15900,1000,47700,31800,96400,2023-11-17,Østerbro
Apartment,4,1,No,No,2024-04-03,15200,1500,45600,30400,92700,2023-11-17,Brønshøj-Husum
Apartment,4,11,No,Yes,2024-04-03,23500,0,70500,70500,164500,2023-12-15,Vesterbro-Kongens Enghave
Apartment,1,5,No,Yes,2024-04-03,11200,750,33600,11200,56750,2023-12-14,Valby
Apartment,2,4,No,Yes,2024-09-01,11900,600,35700,11900,60100,2024-03-11,Valby
Apartment,2,4,No,Yes,2024-09-01,12300,650,36900,12300,62150,2024-03-11,Valby
Apartment,2,1,No,Yes,2024-09-01,11900,650,35700,11900,60150,2024-03-11,Valby
Apartment,2,1,No,Yes,2024-09-01,11700,700,35100,11700,59200,2024-03-11,Valby
Apartment,2,3,No,Yes,2024-09-01,12100,650,36300,12100,61150,2024-03-11,Valby
Room,1,3,Yes,No,2024-04-01,4900,0,4900,0,9800,2024-03-10,Indre By
Apartment,1,6,No,No,2024-06-01,7693,250,23079,7693,38715,2024-03-09,Vesterbro-Kongens Enghave
Room,1,4,Yes,No,2024-07-01,6200,1300,7500,7500,22500,2024-03-09,Nørrebro
Room,1,5,Yes,Not specified,2024-05-01,5000,0,2000,0,7000,2024-03-09,Østerbro
Room,1,4,Yes,Yes,2024-04-03,6300,0,6300,0,12600,2024-03-09,Nørrebro
Apartment,1,1,No,No,2024-04-01,5247,428,15741,5247,26663,2024-03-08,Valby
Apartment,3,3,No,Yes,2024-05-01,16900,1000,50700,33800,102400,2024-03-07,Indre By
Apartment,1,5,No,No,2024-06-01,5718,175,17154,5718,28765,2024-03-07,Vesterbro-Kongens Enghave
Apartment,3,0,No,Yes,2024-04-03,14000,0,30000,36000,80000,2024-03-12,Vanløse
Apartment,3,2,No,Yes,2024-04-03,14300,1000,42900,14300,72500,2024-03-08,Vesterbro-Kongens Enghave
Apartment,1,2,No,No,2024-04-03,6150,428,18450,6150,31178,2024-03-08,Valby
Room,1,1,No,Yes,2024-04-03,4800,0,4800,4800,14400,2024-03-08,Østerbro
Apartment,1,0,No,No,2024-06-01,5518,175,16554,5518,27765,2024-03-07,Vesterbro-Kongens Enghave
Apartment,3,14,No,Yes,2024-06-01,19000,0,57000,19000,95000,2024-03-07,Vesterbro-Kongens Enghave
Apartment,3,1,Yes,Yes,2024-07-05,25000,0,25000,0,50000,2024-03-07,Østerbro
Apartment,3,4,No,Yes,2024-06-01,17900,1025,53700,17900,90525,2024-03-07,Valby
Apartment,2,2,No,No,2024-05-31,11200,450,33600,11200,56450,2024-03-07,Vesterbro-Kongens Enghave
Apartment,3,1,No,Yes,2024-04-03,13701,425,41103,13701,68930,2024-03-07,Vesterbro-Kongens Enghave
Room,1,1,No,Yes,2024-04-16,6260,435,18750,0,25445,2024-03-07,Vesterbro-Kongens Enghave
Apartment,4,0,No,Yes,2024-04-14,14800,1450,44400,14800,75450,2024-03-07,Brønshøj-Husum
Apartment,3,4,No,No,2024-04-03,30900,1400,92700,92700,217700,2024-03-07,Indre By
Apartment,2,4,Yes,Yes,2024-05-01,9750,1000,9750,9750,30250,2024-03-04,Bispebjerg
Room,1,3,No,Yes,2024-04-01,5500,500,5500,16500,28000,2024-03-04,Nørrebro
Apartment,3,4,No,No,2024-04-30,16533,1500,49599,49599,117231,2024-03-02,Nørrebro
Room,1,1,No,No,2024-04-03,5000,0,15000,5000,25000,2024-03-04,Brønshøj-Husum
Apartment,3,6,No,Yes,2024-04-03,16044,450,48132,16044,80670,2024-03-03,Vesterbro-Kongens Enghave
Townhouse,3,0,Yes,Yes,2024-04-03,12000,1200,12000,0,25200,2024-03-03,Vesterbro-Kongens Enghave
Apartment,4,2,No,Yes,2024-05-01,22500,2000,67500,67500,159500,2024-03-01,Østerbro
Room,1,3,Yes,No,2024-05-01,6300,0,12600,0,18900,2024-03-01,Indre By
Apartment,2,0,No,No,2024-04-03,8200,0,16400,0,24600,2024-03-01,Vanløse
Apartment,3,0,No,Yes,2024-04-03,13550,640,40650,13550,68390,2024-03-01,Valby
Apartment,3,1,No,No,2024-04-03,19250,1000,57750,57750,135750,2024-02-26,Indre By
Apartment,1,3,No,Yes,2024-04-03,6945,500,20835,6945,35225,2024-02-22,Bispebjerg
Apartment,4,3,No,Yes,2024-04-01,15950,1339,47850,15950,81089,2024-02-20,Valby
Apartment,1,2,No,No,2024-04-03,6499,800,19497,6499,33295,2024-02-14,Brønshøj-Husum
Apartment,4,1,No,Yes,2024-04-15,40000,1875,120000,0,161875,2024-02-12,Indre By
Apartment,5,3,No,No,2024-04-01,35000,2300,105000,0,142300,2024-02-12,Indre By
Apartment,4,3,No,Yes,2024-04-03,32000,5467,96000,0,133467,2024-02-12,Indre By
Room,1,4,Yes,No,2024-04-03,9113,,8513,9113,26739,2024-02-11,Vesterbro-Kongens Enghave
Room,1,3,No,No,2024-04-03,3400,400,10200,6800,20800,2024-02-11,Bispebjerg
Room,1,2,No,Yes,2024-05-01,6750,0,20250,6750,33750,2024-02-04,Valby
Room,1,5,Yes,No,2024-04-01,5000,5000,5000,5000,20000,2024-02-04,Østerbro
Room,1,0,No,No,2024-04-03,6500,0,19500,0,26000,2024-02-05,Brønshøj-Husum
Apartment,1,1,No,Yes,2024-04-03,7581,500,22743,7581,38405,2024-02-05,Bispebjerg
Apartment,2,2,No,Not specified,2024-05-01,18000,1000,54000,,73000,2024-02-01,Indre By
Apartment,1,4,No,Yes,2024-04-15,10950,500,32850,10950,55250,2024-02-01,Østerbro
Apartment,3,3,No,No,2024-04-01,17180,900,17180,17180,52440,2024-02-01,Vesterbro-Kongens Enghave
Apartment,1,5,No,No,2024-04-03,8450,550,25350,8450,42800,2024-02-01,Vesterbro-Kongens Enghave
Apartment,4,4,No,Yes,2024-04-03,16800,1300,50400,50400,118900,2024-02-01,Vesterbro-Kongens Enghave
Apartment,1,11,Yes,Yes,2024-05-01,10250,798,20500,0,31548,2024-01-30,Vesterbro-Kongens Enghave
Apartment,1,10,Yes,Yes,2024-04-15,9750,798,19500,0,30048,2024-01-30,Vesterbro-Kongens Enghave
Apartment,4,5,No,Yes,2024-04-01,17280,950,51840,17280,87350,2024-01-24,Vesterbro-Kongens Enghave
Apartment,1,3,No,Yes,2024-05-01,13000,850,26000,13000,52850,2024-01-24,Vesterbro-Kongens Enghave
Apartment,3,4,Yes,Not specified,2024-04-01,28000,,84000,,112000,2024-01-24,Indre By
House,6,0,Yes,Yes,2024-05-01,20000,1000,20000,20000,61000,2024-01-24,Valby
Apartment,1,3,No,No,2024-04-14,7900,750,23700,7900,40250,2024-01-22,Vanløse
Apartment,3,5,Yes,Yes,2024-04-03,19500,800,39000,39000,98300,2024-01-24,Indre By
Apartment,3,3,No,No,2024-04-03,15000,0,30000,15000,60000,2024-01-24,Vesterbro-Kongens Enghave
Townhouse,4,1,No,No,2024-04-01,15250,1200,45750,15250,77450,2024-01-17,Brønshøj-Husum
Apartment,3,3,No,Yes,2024-03-31,17500,1300,52500,17500,88800,2024-01-16,Vesterbro-Kongens Enghave
Room,1,0,Yes,No,2024-04-03,9250,0,10000,0,19250,2024-01-17,Indre By
Apartment,2,2,No,Yes,2024-04-03,12150,800,36450,12150,61550,2024-01-17,Vesterbro-Kongens Enghave
Apartment,1,3,No,No,2024-04-03,8200,550,24600,8200,41550,2024-02-22,Vesterbro-Kongens Enghave
Apartment,2,2,Yes,No,2024-04-01,9800,500,29400,,39700,2024-01-10,Østerbro
Apartment,1,1,No,Yes,2024-04-03,8000,500,24000,8000,40500,2024-01-11,Valby
Apartment,1,3,Yes,No,2024-04-03,12900,600,38700,,52200,2024-01-10,Indre By
Apartment,3,4,No,No,2024-05-01,13950,1120,41850,27900,84820,2024-01-04,Bispebjerg
Apartment,8,3,No,No,2024-04-03,48000,0,144000,48000,240000,2024-01-04,Indre By
Apartment,4,10,No,Yes,2024-04-01,20000,1245,60000,0,81245,2024-01-03,Vesterbro-Kongens Enghave
Apartment,2,3,Yes,Yes,2024-05-01,15000,0,15000,15000,45000,2024-01-02,Indre By
Apartment,3,2,Yes,No,2024-03-25,16000,500,7000,16000,39500,2023-12-31,Østerbro
Room,1,0,No,No,2024-04-03,3800,0,7600,3800,15200,2024-01-02,Brønshøj-Husum
Apartment,3,1,Yes,Yes,2024-04-03,25000,1000,75000,75000,176000,2023-12-19,Indre By
Room,1,6,Yes,Yes,2024-04-03,6250,0,18250,0,24500,2023-12-19,Indre By
Apartment,2,0,Yes,No,2024-04-03,12500,0,12500,0,25000,2023-12-18,Vesterbro-Kongens Enghave
Apartment,2,1,No,No,2024-04-15,6719,600,20157,6719,34195,2024-03-20,Brønshøj-Husum
Apartment,2,0,No,Yes,2024-04-03,10950,1100,32850,10950,55850,2024-03-21,Nørrebro
Room,1,0,No,Yes,2024-04-03,3700,0,3700,3700,11100,2024-03-20,Brønshøj-Husum
Room,1,5,No,Yes,2024-04-03,6000,0,12000,0,18000,2024-03-19,Vesterbro-Kongens Enghave
Apartment,2,5,No,Not specified,2024-07-01,16500,901,49500,16500,83401,2024-03-19,Vesterbro-Kongens Enghave
Room,1,2,Yes,Yes,2024-05-01,6000,0,6000,6000,18000,2024-03-18,Valby
Apartment,2,1,No,No,2024-06-01,16230,1200,48690,48690,114810,2024-03-18,Indre By
Apartment,2,5,No,Yes,2024-04-15,16000,900,48000,32000,96900,2024-03-18,Valby
Room,1,2,Yes,No,2024-04-03,5000,0,10000,5000,20000,2024-03-18,Vanløse
Room,1,0,Yes,No,2024-04-03,6200,0,6200,6200,18600,2024-03-18,Vanløse
Apartment,3,5,No,Yes,2024-04-03,22400,1045,67200,22400,113045,2024-03-18,Nørrebro
Apartment,1,5,No,No,2024-06-15,6808,225,20424,6808,34265,2024-03-18,Vesterbro-Kongens Enghave
Room,1,4,No,No,2024-05-01,5500,500,5500,16500,28000,2024-03-16,Nørrebro
Apartment,1,2,No,Yes,2024-06-14,7400,500,22200,7400,37500,2024-03-07,Brønshøj-Husum
Apartment,1,2,No,Yes,2024-04-30,7400,500,22200,7400,37500,2024-03-07,Brønshøj-Husum
Apartment,3,3,No,Yes,2024-04-15,9939,1600,29817,29817,71173,2024-03-05,Indre By
Apartment,2,0,No,Yes,2024-04-30,13900,950,41700,13900,70450,2024-03-05,Valby
Room,1,3,No,No,2024-04-01,5500,0,11000,0,16500,2024-03-05,Østerbro
Room,1,1,Yes,Yes,2024-04-04,5500,0,5500,0,11000,2024-03-05,Vesterbro-Kongens Enghave
Apartment,1,0,No,No,2024-06-01,6508,225,19524,6508,32765,2024-03-04,Vesterbro-Kongens Enghave
Room,1,5,No,No,2024-04-03,6500,0,6500,6500,19500,2024-03-05,Nørrebro
Apartment,1,3,No,Yes,2024-06-01,7950,500,23850,7950,40250,2024-03-04,Østerbro
Room,1,0,No,No,2024-04-03,5300,0,10600,5300,21200,2024-03-04,Vanløse
Apartment,4,2,No,Yes,2024-04-03,17150,1450,51450,17150,87200,2024-03-04,Vanløse
Apartment,2,2,Yes,No,2024-06-01,13500,800,40500,13500,68300,2024-02-29,Indre By
Room,1,4,No,Yes,2024-04-01,4500,464,8260,8260,21484,2024-02-29,Brønshøj-Husum
Apartment,3,2,No,Yes,2024-06-01,14600,1000,43800,14600,74000,2024-02-29,Valby
Apartment,3,2,No,Yes,2024-05-01,16200,1100,48600,16200,82100,2024-02-27,Vesterbro-Kongens Enghave
Apartment,3,1,No,No,2024-04-03,8019,700,24057,24057,56833,2024-02-23,Brønshøj-Husum
Apartment,1,4,No,Yes,2024-05-01,8050,500,24150,8050,40750,2024-02-15,Valby
Apartment,1,5,No,Yes,2024-03-31,11200,750,33600,11200,56750,2024-02-15,Valby
Apartment,1,1,Yes,No,2024-06-30,7350,400,22050,7350,37150,2024-02-14,Vesterbro-Kongens Enghave
Apartment,3,2,No,Yes,2024-04-01,16139,800,48417,32278,97635,2024-02-07,Valby
Apartment,1,2,Yes,No,2024-06-30,7800,400,7800,7800,23800,2024-01-30,Vesterbro-Kongens Enghave
Apartment,1,1,Yes,No,2024-06-30,8150,400,24450,8150,41150,2024-01-30,Vesterbro-Kongens Enghave
Apartment,5,1,No,No,2024-04-01,29954,1700,89862,29954,151470,2024-01-29,Indre By
Apartment,1,6,Yes,Yes,2024-04-15,9500,798,19000,0,29298,2024-01-29,Vesterbro-Kongens Enghave
Apartment,1,3,No,Yes,2024-03-31,7700,600,23100,7700,39100,2024-01-26,Valby
Apartment,2,3,Yes,No,2024-04-01,8300,8300,16600,16600,49800,2024-01-26,Nørrebro
Apartment,1,3,No,No,2024-04-03,8850,525,25950,17300,52625,2024-01-29,Østerbro
Room,1,1,No,No,2024-04-03,6000,500,6000,6000,18500,2024-01-26,Brønshøj-Husum
Apartment,3,4,No,Yes,2024-04-15,17664,500,52992,17664,88820,2024-01-09,Vesterbro-Kongens Enghave
Apartment,3,1,No,Yes,2024-05-01,24500,1300,73500,,99300,2023-12-25,Indre By
Room,1,3,Yes,No,2024-04-03,6500,0,12000,0,18500,2023-12-27,Vesterbro-Kongens Enghave
Room,1,0,No,No,2024-04-03,7400,350,22200,7400,37350,2023-12-22,Østerbro
